Sector;Row;Number;Multi;X;Y;Angle;Type
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
3;1;1;1,2;600;1450;0;STAND
;;;;;;;
;;;;;;;
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
4;1;1;1;600;1900;0;STAND
