Sector;Row;Number;Multi;X;Y;Angle;Type
1;8;12;1,8;941;995;0;SEAT
1;8;13;1,8;975;998;0;SEAT
1;8;14;1,8;1009;998;0;SEAT
1;8;15;1,8;1043;998;0;SEAT
1;8;16;1,8;1078;998;0;SEAT
1;8;17;1,8;1113;998;0;SEAT
1;8;18;1,8;1148;998;0;SEAT
1;8;19;1,8;1183;998;0;SEAT
1;8;20;1,8;1217;998;0;SEAT
1;8;21;1,8;1250;996;0;SEAT
1;8;22;1,8;1283;994;0;SEAT
1;8;23;1,8;1318;992;0;SEAT
1;8;24;1,8;1352;990;0;SEAT
1;8;25;1,8;1386;988;0;SEAT
1;8;26;1,8;1420;984;0;SEAT
1;8;27;1,8;1454;980;0;SEAT
1;8;28;1,8;1488;976;0;SEAT
1;8;29;1,8;1522;971;0;SEAT
1;8;30;1,8;1556;965;0;SEAT
1;8;31;1,8;1590;959;0;SEAT
1;8;32;1,8;1624;953;0;SEAT
1;8;33;1,8;1658;947;0;SEAT
;;;;;;;
;;;;;;;
1;9;1;1,8;548;1005;0;SEAT
1;9;2;1,8;582;1011;0;SEAT
1;9;3;1,8;616;1016;0;SEAT
1;9;4;1,8;650;1021;0;SEAT
1;9;5;1,8;684;1026;0;SEAT
1;9;6;1,8;718;1030;0;SEAT
1;9;7;1,8;752;1034;0;SEAT
1;9;8;1,8;786;1038;0;SEAT
1;9;9;1,8;821;1041;0;SEAT
1;9;10;1,8;855;1044;0;SEAT
1;9;11;1,8;889;1047;0;SEAT
1;9;12;1,8;923;1050;0;SEAT
1;9;13;1,8;957;1053;0;SEAT
1;9;14;1,8;991;1053;0;SEAT
1;9;15;1,8;1025;1053;0;SEAT
1;9;16;1,8;1060;1053;0;SEAT
1;9;17;1,8;1095;1053;0;SEAT
1;9;18;1,8;1130;1053;0;SEAT
1;9;19;1,8;1165;1053;0;SEAT
1;9;20;1,8;1199;1053;0;SEAT
1;9;21;1,8;1232;1052;0;SEAT
1;9;22;1,8;1265;1051;0;SEAT
1;9;23;1,8;1300;1050;0;SEAT
1;9;24;1,8;1334;1049;0;SEAT
1;9;25;1,8;1368;1047;0;SEAT
1;9;26;1,8;1402;1043;0;SEAT
1;9;27;1,8;1436;1039;0;SEAT
1;9;28;1,8;1470;1035;0;SEAT
1;9;29;1,8;1504;1030;0;SEAT
1;9;30;1,8;1538;1024;0;SEAT
1;9;31;1,8;1572;1018;0;SEAT
1;9;32;1,8;1606;1012;0;SEAT
1;9;33;1,8;1640;1006;0;SEAT
1;9;34;1,8;1674;1000;0;SEAT
;;;;;;;
;;;;;;;
1;10;1;1,7;380;1026;0;SEAT
1;10;2;1,7;413;1036;0;SEAT
1;10;3;1,8;446;1044;0;SEAT
1;10;4;1,8;480;1052;0;SEAT
1;10;5;1,8;514;1060;0;SEAT
1;10;6;1,8;548;1066;0;SEAT
1;10;7;1,8;582;1072;0;SEAT
1;10;8;1,8;616;1077;0;SEAT
1;10;9;1,8;650;1082;0;SEAT
1;10;10;1,8;684;1087;0;SEAT
1;10;11;1,8;718;1091;0;SEAT
1;10;12;1,8;752;1095;0;SEAT
1;10;13;1,8;786;1099;0;SEAT
1;10;14;1,8;822;1102;0;SEAT
1;10;15;1,8;856;1105;0;SEAT
1;10;16;1,8;890;1108;0;SEAT
1;10;17;1,8;924;1111;0;SEAT
1;10;18;1,8;958;1114;0;SEAT
1;10;19;1,8;992;1114;0;SEAT
1;10;20;1,8;1026;1114;0;SEAT
1;10;21;1,8;1061;1114;0;SEAT
1;10;22;1,8;1096;1114;0;SEAT
1;10;23;1,8;1131;1114;0;SEAT
1;10;24;1,8;1166;1114;0;SEAT
1;10;25;1,8;1200;1114;0;SEAT
1;10;26;1,8;1233;1112;0;SEAT
1;10;27;1,8;1266;1110;0;SEAT
1;10;28;1,8;1301;1108;0;SEAT
1;10;29;1,8;1335;1106;0;SEAT
1;10;30;1,8;1369;1104;0;SEAT
1;10;31;1,8;1403;1100;0;SEAT
1;10;32;1,8;1437;1096;0;SEAT
1;10;33;1,8;1471;1092;0;SEAT
1;10;34;1,8;1505;1088;0;SEAT
1;10;35;1,8;1539;1084;0;SEAT
1;10;36;1,8;1573;1079;0;SEAT
1;10;37;1,8;1607;1074;0;SEAT
1;10;38;1,8;1641;1069;0;SEAT
1;10;39;1,8;1675;1063;0;SEAT
1;10;40;1,8;1709;1057;0;SEAT
1;10;41;1,8;1743;1049;0;SEAT
1;10;42;1,8;1777;1041;0;SEAT
1;10;43;1,7;1811;1033;0;SEAT
1;10;44;1,7;1845;1025;0;SEAT
;;;;;;;
;;;;;;;
1;11;1;1,7;360;1073;0;SEAT
1;11;2;1,7;393;1083;0;SEAT
1;11;3;1,8;426;1091;0;SEAT
1;11;4;1,8;460;1099;0;SEAT
1;11;5;1,8;494;1107;0;SEAT
1;11;6;1,8;528;1113;0;SEAT
1;11;7;1,8;562;1119;0;SEAT
1;11;8;1,8;596;1124;0;SEAT
1;11;9;1,8;630;1129;0;SEAT
1;11;10;1,8;664;1134;0;SEAT
1;11;11;1,8;698;1138;0;SEAT
1;11;12;1,8;732;1142;0;SEAT
1;11;13;1,8;766;1146;0;SEAT
1;11;14;1,8;802;1149;0;SEAT
1;11;15;1,8;836;1152;0;SEAT
1;11;16;1,8;870;1155;0;SEAT
1;11;17;1,8;904;1158;0;SEAT
1;11;18;1,8;938;1161;0;SEAT
1;11;19;1,8;972;1162;0;SEAT
1;11;20;1,8;1006;1163;0;SEAT
1;11;21;1,8;1041;1164;0;SEAT
1;11;22;1,8;1076;1165;0;SEAT
1;11;23;1,8;1111;1165;0;SEAT
1;11;24;1,8;1146;1165;0;SEAT
1;11;25;1,8;1180;1165;0;SEAT
1;11;26;1,8;1214;1163;0;SEAT
1;11;27;1,8;1248;1161;0;SEAT
1;11;28;1,8;1283;1159;0;SEAT
1;11;29;1,8;1317;1157;0;SEAT
1;11;30;1,8;1351;1155;0;SEAT
1;11;31;1,8;1385;1152;0;SEAT
1;11;32;1,8;1419;1149;0;SEAT
1;11;33;1,8;1453;1146;0;SEAT
1;11;34;1,8;1487;1142;0;SEAT
1;11;35;1,8;1521;1138;0;SEAT
1;11;36;1,8;1555;1133;0;SEAT
1;11;37;1,8;1589;1128;0;SEAT
1;11;38;1,8;1623;1123;0;SEAT
1;11;39;1,8;1657;1117;0;SEAT
1;11;40;1,8;1690;1111;0;SEAT
1;11;41;1,8;1723;1104;0;SEAT
1;11;42;1,8;1756;1097;0;SEAT
1;11;43;1,8;1789;1090;0;SEAT
1;11;44;1,7;1823;1083;0;SEAT
1;11;45;1,7;1857;1076;0;SEAT
;;;;;;;
;;;;;;;
1;12;1;2;311;1165;0;SEAT
1;12;2;2;344;1175;0;SEAT
1;12;3;2;377;1183;0;SEAT
1;12;4;2;411;1191;0;SEAT
1;12;5;2;445;1199;0;SEAT
1;12;6;2;479;1205;0;SEAT
1;12;7;2;513;1211;0;SEAT
1;12;8;2;547;1216;0;SEAT
1;12;9;2;581;1221;0;SEAT
1;12;10;2;615;1226;0;SEAT
1;12;11;2;649;1230;0;SEAT
1;12;12;2;784;1248;0;SEAT
1;12;13;2;818;1252;0;SEAT
1;12;14;2;854;1255;0;SEAT
1;12;15;2;888;1258;0;SEAT
1;12;16;2;922;1261;0;SEAT
1;12;17;2;956;1264;0;SEAT
1;12;18;2;990;1265;0;SEAT
1;12;19;2;1024;1265;0;SEAT
1;12;20;2;1058;1266;0;SEAT
1;12;21;2;1093;1267;0;SEAT
1;12;22;2;1128;1268;0;SEAT
1;12;23;2;1163;1267;0;SEAT
1;12;24;2;1198;1266;0;SEAT
1;12;25;2;1232;1265;0;SEAT
1;12;26;2;1266;1263;0;SEAT
1;12;27;2;1300;1261;0;SEAT
1;12;28;2;1335;1259;0;SEAT
1;12;29;2;1369;1257;0;SEAT
1;12;30;2;1403;1255;0;SEAT
1;12;31;2;1437;1252;0;SEAT
1;12;32;2;1574;1233;0;SEAT
1;12;33;2;1608;1230;0;SEAT
1;12;34;2;1642;1224;0;SEAT
1;12;35;2;1676;1218;0;SEAT
1;12;36;2;1710;1212;0;SEAT
1;12;37;2;1744;1206;0;SEAT
1;12;38;2;1778;1198;0;SEAT
1;12;39;2;1812;1190;0;SEAT
1;12;40;2;1845;1182;0;SEAT
1;12;41;2;1878;1174;0;SEAT
1;12;42;2;1911;1166;0;SEAT
;;;;;;;
;;;;;;;
1;13;1;1,7;294;1220;0;SEAT
1;13;2;1,7;327;1230;0;SEAT
1;13;3;1,7;360;1238;0;SEAT
1;13;4;1,7;394;1246;0;SEAT
1;13;5;1,7;428;1254;0;SEAT
1;13;6;1,7;462;1260;0;SEAT
1;13;7;1,7;496;1266;0;SEAT
1;13;8;1,8;530;1272;0;SEAT
1;13;9;1,8;564;1278;0;SEAT
1;13;10;1,8;598;1284;0;SEAT
1;13;11;1,8;632;1290;0;SEAT
1;13;12;1,8;766;1308;0;SEAT
1;13;13;1,8;800;1312;0;SEAT
1;13;14;1,8;836;1315;0;SEAT
1;13;15;1,8;870;1318;0;SEAT
1;13;16;1,8;904;1321;0;SEAT
1;13;17;1,8;938;1324;0;SEAT
1;13;18;1,8;972;1325;0;SEAT
1;13;19;1,8;1006;1325;0;SEAT
1;13;20;1,8;1040;1326;0;SEAT
1;13;21;1,8;1075;1327;0;SEAT
1;13;22;1,8;1110;1328;0;SEAT
1;13;23;1,8;1145;1327;0;SEAT
1;13;24;1,8;1180;1326;0;SEAT
1;13;25;1,8;1214;1325;0;SEAT
1;13;26;1,8;1248;1323;0;SEAT
1;13;27;1,8;1282;1321;0;SEAT
1;13;28;1,8;1317;1319;0;SEAT
1;13;29;1,8;1351;1317;0;SEAT
1;13;30;1,8;1385;1315;0;SEAT
1;13;31;1,8;1419;1312;0;SEAT
1;13;32;1,8;1453;1309;0;SEAT
1;13;33;1,8;1590;1289;0;SEAT
1;13;34;1,8;1624;1286;0;SEAT
1;13;35;1,8;1658;1283;0;SEAT
1;13;36;1,8;1693;1276;0;SEAT
1;13;37;1,7;1727;1269;0;SEAT
1;13;38;1,7;1761;1262;0;SEAT
1;13;39;1,7;1795;1255;0;SEAT
1;13;40;1,7;1829;1247;0;SEAT
1;13;41;1,7;1863;1239;0;SEAT
1;13;42;1,7;1897;1231;0;SEAT
1;13;43;1,7;1931;1223;0;SEAT
;;;;;;;
;;;;;;;
1;14;1;1,7;275;1274;0;SEAT
1;14;2;1,7;308;1284;0;SEAT
1;14;3;1,7;341;1292;0;SEAT
1;14;4;1,7;375;1300;0;SEAT
1;14;5;1,7;409;1308;0;SEAT
1;14;6;1,7;443;1314;0;SEAT
1;14;7;1,7;477;1320;0;SEAT
1;14;8;1,7;511;1326;0;SEAT
1;14;9;1,7;545;1332;0;SEAT
1;14;10;1,7;579;1338;0;SEAT
1;14;11;1,7;613;1344;0;SEAT
1;14;12;1,7;750;1363;0;SEAT
1;14;13;1,7;784;1367;0;SEAT
1;14;14;1,7;820;1370;0;SEAT
1;14;15;1,7;854;1373;0;SEAT
1;14;16;1,7;888;1376;0;SEAT
1;14;17;1,7;922;1379;0;SEAT
1;14;18;1,7;956;1380;0;SEAT
1;14;19;1,7;990;1380;0;SEAT
1;14;20;1,7;1024;1381;0;SEAT
1;14;21;1,7;1059;1382;0;SEAT
1;14;22;1,7;1094;1383;0;SEAT
1;14;23;1,7;1129;1383;0;SEAT
1;14;24;1,7;1164;1383;0;SEAT
1;14;25;1,7;1198;1383;0;SEAT
1;14;26;1,7;1232;1381;0;SEAT
1;14;27;1,7;1266;1379;0;SEAT
1;14;28;1,7;1301;1377;0;SEAT
1;14;29;1,7;1335;1375;0;SEAT
1;14;30;1,7;1369;1373;0;SEAT
1;14;31;1,7;1403;1370;0;SEAT
1;14;32;1,7;1437;1367;0;SEAT
1;14;33;1,7;1471;1364;0;SEAT
1;14;34;1,7;1607;1345;0;SEAT
1;14;35;1,7;1641;1342;0;SEAT
1;14;36;1,7;1675;1339;0;SEAT
1;14;37;1,7;1710;1332;0;SEAT
1;14;38;1,7;1744;1325;0;SEAT
1;14;39;1,7;1778;1318;0;SEAT
1;14;40;1,7;1812;1311;0;SEAT
1;14;41;1,7;1846;1303;0;SEAT
1;14;42;1,7;1880;1295;0;SEAT
1;14;43;1,7;1914;1287;0;SEAT
1;14;44;1,7;1948;1279;0;SEAT
;;;;;;;
;;;;;;;
1;15;1;1,7;258;1330;0;SEAT
1;15;2;1,7;291;1340;0;SEAT
1;15;3;1,7;324;1348;0;SEAT
1;15;4;1,7;358;1356;0;SEAT
1;15;5;1,7;392;1364;0;SEAT
1;15;6;1,7;426;1370;0;SEAT
1;15;7;1,7;460;1376;0;SEAT
1;15;8;1,7;494;1382;0;SEAT
1;15;9;1,7;528;1388;0;SEAT
1;15;10;1,7;562;1394;0;SEAT
1;15;11;1,7;596;1400;0;SEAT
1;15;12;1,7;734;1420;0;SEAT
1;15;13;1,7;768;1424;0;SEAT
1;15;14;1,7;804;1427;0;SEAT
1;15;15;1,7;838;1430;0;SEAT
1;15;16;1,7;872;1433;0;SEAT
1;15;17;1,7;906;1436;0;SEAT
1;15;18;1,7;940;1437;0;SEAT
1;15;19;1,7;974;1437;0;SEAT
1;15;20;1,7;1008;1438;0;SEAT
1;15;21;1,7;1043;1439;0;SEAT
1;15;22;1,7;1077;1440;0;SEAT
1;15;23;1,7;1112;1440;0;SEAT
1;15;24;1,7;1147;1440;0;SEAT
1;15;25;1,7;1181;1440;0;SEAT
1;15;26;1,7;1215;1438;0;SEAT
1;15;27;1,7;1249;1436;0;SEAT
1;15;28;1,7;1284;1434;0;SEAT
1;15;29;1,7;1318;1432;0;SEAT
1;15;30;1,7;1352;1430;0;SEAT
1;15;31;1,7;1386;1427;0;SEAT
1;15;32;1,7;1420;1424;0;SEAT
1;15;33;1,7;1454;1421;0;SEAT
1;15;34;1,7;1488;1418;0;SEAT
1;15;35;1,7;1622;1400;0;SEAT
1;15;36;1,7;1656;1397;0;SEAT
1;15;37;1,7;1690;1394;0;SEAT
1;15;38;1,7;1725;1387;0;SEAT
1;15;39;1,7;1759;1380;0;SEAT
1;15;40;1,7;1793;1373;0;SEAT
1;15;41;1,7;1827;1366;0;SEAT
1;15;42;1,7;1861;1358;0;SEAT
1;15;43;1,7;1895;1350;0;SEAT
1;15;44;1,7;1929;1342;0;SEAT
1;15;45;1,7;1963;1334;0;SEAT
;;;;;;;
;;;;;;;
1;16;1;1,7;242;1385;0;SEAT
1;16;2;1,7;275;1395;0;SEAT
1;16;3;1,7;308;1403;0;SEAT
1;16;4;1,7;342;1411;0;SEAT
1;16;5;1,7;376;1419;0;SEAT
1;16;6;1,7;410;1425;0;SEAT
1;16;7;1,7;444;1431;0;SEAT
1;16;8;1,7;478;1437;0;SEAT
1;16;9;1,7;512;1443;0;SEAT
1;16;10;1,7;546;1449;0;SEAT
1;16;11;1,7;580;1455;0;SEAT
1;16;12;1,7;715;1477;0;SEAT
1;16;13;1,7;749;1481;0;SEAT
1;16;14;1,7;785;1484;0;SEAT
1;16;15;1,7;819;1487;0;SEAT
1;16;16;1,7;853;1490;0;SEAT
1;16;17;1,7;887;1493;0;SEAT
1;16;18;1,7;921;1495;0;SEAT
1;16;19;1,7;955;1497;0;SEAT
1;16;20;1,7;989;1499;0;SEAT
1;16;21;1,7;1024;1500;0;SEAT
1;16;22;1,7;1058;1501;0;SEAT
1;16;23;1,7;1093;1502;0;SEAT
1;16;24;1,7;1128;1502;0;SEAT
1;16;25;1,7;1162;1502;0;SEAT
1;16;26;1,7;1196;1500;0;SEAT
1;16;27;1,7;1230;1498;0;SEAT
